idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo850,geo925,nieve,geo700
C635B,-15.574167,2025-01-07T12:00:00+0000,0.0,960.0,4.9,2.0,89.0,27.92,80.0,SAN BARTOLOME TIRAJANA-H.LAS TIRAJANAS,64.0,15.5,16.6,16.6,,,,,,,,,,,,,,,,,,,,,,,,
C639M,-15.575556,2025-01-07T12:00:00+0000,0.0,45.0,6.0,3.6,108.0,27.758057,110.0,SAN BARTOLOME TIRAJANA-C.INSULAR TURISMO,72.0,20.0,20.7,20.8,,,,,,,,,,,,,,,,,,,,,,,,
C639U,-15.453056,2025-01-07T12:00:00+0000,0.0,41.0,6.6,3.9,92.0,27.8125,110.0,SAN BARTOLOME TIRAJANA (EL MATORRAL),70.0,21.4,22.0,22.2,,,,,,,,,,,,,,,,,,,,,,,,
C648C,-15.453889,2025-01-07T12:00:00+0000,0.0,306.0,5.5,2.8,167.0,27.9025,155.0,AGÜIMES-EL MILANO,66.0,19.1,20.6,20.6,,,,,,,,,,,,,,,,,,,,,,,,
C648N,-15.457778,2025-01-07T12:00:00+0000,0.0,344.0,6.3,2.6,104.0,27.9875,102.0,TELDE-CENTRO FORESTAL DORAMAS,77.0,17.7,17.8,17.9,,,,,,,,,,,,,,,,,,,,,,,,
C649I,-15.395303,2025-01-07T12:00:00+0000,0.0,24.0,4.6,3.5,130.0,27.917725,110.0,LAS PALMAS DE GRAN CANARIA/GANDO,68.0,21.2,22.2,22.3,1017.5,0.3,33.8,1023.0,16.0,,9.0,56.0,,,,,,,,,,,,,,,,
C649R,-15.377778,2025-01-07T12:00:00+0000,0.0,9.0,4.1,2.0,118.0,27.986668,117.0,TELDE-MELENARA,66.0,21.5,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,
C656V,-15.547222,2025-01-07T12:00:00+0000,0.0,683.0,5.5,2.3,81.0,28.075277,120.0,TEROR-OSORIO,76.0,17.7,17.9,18.6,,,,,,,,,,,,,,,,,,,,,,,,
C658X,-15.453333,2025-01-07T12:00:00+0000,0.0,269.0,4.8,2.3,95.0,28.078056,115.0,LAS PALMAS G.C.-TAFIRA/ZURBARÁN,80.0,18.0,18.2,18.8,,,,,,,,,,,,,,,,,,,,,,,,
C659H,-15.416111,2025-01-07T12:00:00+0000,0.0,55.0,5.1,2.3,122.0,28.089722,137.0,LAS PALMAS G.C. SAN CRISTÓBAL,63.0,21.5,23.4,24.2,,,,,16.0,,,,,,,65.0,,,,,,,,,,,,
C659M,-15.421389,2025-01-07T12:00:00+0000,0.0,15.0,3.5,1.3,221.0,28.113056,251.0,LAS PALMAS DE GC. PLAZA  DE LA FERIA,71.0,19.9,21.1,21.3,1020.1,,,1021.9,15.6,,,,,,,56.0,,,,,,,,,,,,
C665T,-15.565556,2025-01-07T12:00:00+0000,0.0,900.0,6.3,2.8,98.0,28.065556,147.0,VALLESECO,78.0,15.3,15.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,
C668V,-15.674914,2025-01-07T12:00:00+0000,0.0,352.0,5.6,2.6,317.0,28.094479,297.0,AGAETE - SUERTE ALTA,71.0,18.0,19.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,
C669B,-15.506667,2025-01-07T12:00:00+0000,0.0,86.0,5.8,2.9,64.0,28.141666,87.0,ARUCAS-BAÑADEROS,75.0,20.2,20.6,20.7,,,,,,,,,,,,,,,,,,,,,,,,
C689E,-15.595833,2025-01-07T12:00:00+0000,0.0,6.0,6.5,4.6,90.0,27.735832,93.0,MASPALOMAS,73.0,20.2,21.1,21.1,,0.5,,,16.0,,9.0,,,,,,,,,,,,,,,,,
C839X,-13.51021,2025-01-07T12:00:00+0000,0.0,19.0,6.6,5.0,65.0,29.229586,61.0,TEGUISE LA GRACIOSA-HELIPUERTO,58.0,20.6,21.0,21.0,1020.6,0.6,18.6,1022.8,12.4,20.0,6.0,60.0,25.5,,,,,,0.0,,,,,,,,,
C916Q,-17.978056,2025-01-07T12:00:00+0000,0.0,948.0,4.5,2.3,149.0,27.71889,130.0,PINAR-DEPÓSITO,98.0,12.1,12.5,12.5,,,,,,,,,,,,,,,,,,,,,,,,
C917E,-18.115,2025-01-07T12:00:00+0000,0.0,713.0,8.4,4.2,236.0,27.725279,245.0,DEHESA-REFUGIO,91.0,14.3,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
C919K,-18.017778,2025-01-07T12:00:00+0000,0.0,100.0,8.9,5.5,166.0,27.666668,187.0,TACORÓN-LAPILLAS-TORTUGA,64.0,19.9,21.3,21.3,,,,,,,,,,,,,,,,,,,,,,,,
C925F,-17.960417,2025-01-07T12:00:00+0000,0.0,1070.0,5.4,3.6,182.0,27.768951,190.0,SAN ANDRÉS-DEPÓSITO CABILDO,96.0,11.3,11.9,11.9,,,,,,,,,,,,,,,,,,,,,,,,
C928I,-17.919443,2025-01-07T12:00:00+0000,0.0,670.0,7.6,4.5,159.0,27.810833,175.0,VALVERDE,99.0,13.8,14.1,14.2,,,,,,,,,,,,,,,,,,,,,,,,
C929I,-17.88889,2025-01-07T12:00:00+0000,0.0,32.0,7.2,5.4,150.0,27.818888,150.0,EL HIERRO/AEROPUERTO,70.0,20.8,21.6,22.0,1018.8,0.3,,1022.6,15.9,,5.0,55.0,,,,,,,,,,,,,,,,
C939T,-18.107374,2025-01-07T12:00:00+0000,0.0,20.0,1.7,0.8,4.0,27.756441,17.0,SABINOSA-BALNEARIO,73.0,20.5,20.7,21.0,,,,,,,,,,,,,,,,,,,,,,,,
0009X,0.963335,2025-01-07T13:00:00+0000,0.0,406.0,16.1,6.5,280.0,41.213894,280.0,ALFORJA,52.0,8.4,11.4,11.4,,,,,,,,,,,,,,,,,,,,,,,,
0016A,1.178894,2025-01-07T13:00:00+0000,0.0,71.0,14.4,7.2,260.0,41.14972,240.0,REUS/AEROPUERTO,43.0,13.0,14.2,14.5,1008.1,0.9,15.3,1017.2,1.7,30.0,6.0,58.0,,,,,,,,,,,,,,,,
0034X,1.260838,2025-01-07T13:00:00+0000,0.0,233.0,,,,41.293053,,VALLS,49.0,12.3,12.9,13.0,,,,,,,,,,,,,,,,,,,,,,,,
0042Y,1.249167,2025-01-07T13:00:00+0000,0.0,55.0,7.2,2.7,285.0,41.123894,312.0,TARRAGONA  FAC. GEOGRAFIA,40.0,15.0,15.6,15.6,,,,,,,,,,,,,,,,,,,,,,,,
0061X,1.519269,2025-01-07T13:00:00+0000,0.0,632.0,15.8,9.0,283.0,41.417053,287.0,PONTONS,48.0,8.5,8.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,
0066X,1.676942,2025-01-07T13:00:00+0000,0.0,177.0,8.3,2.9,221.0,41.33028,287.0,VILAFRANCA DEL PENEDÈS,46.0,13.4,14.2,14.2,,,,,,,,,,,,,,,,,,,,,,,,
0073X,1.852626,2025-01-07T13:00:00+0000,0.0,58.0,9.5,3.7,349.0,41.243786,340.0,SITGES-VALLCARCA,46.0,14.6,14.9,15.0,,,,,,,,,,,,,,,,,,,,,,,,
0076,2.069995,2025-01-07T13:00:00+0000,0.0,4.0,10.3,6.7,290.0,41.29278,280.0,BARCELONA/AEROPUERTO,40.0,14.8,15.6,15.6,1015.6,0.8,18.5,1016.2,2.1,30.0,10.0,60.0,,,,,,,,,,,,,,,,
0092X,1.857494,2025-01-07T13:00:00+0000,0.0,682.0,3.8,1.2,221.0,42.101387,262.0,BERGA  INSTITUTO,70.0,5.8,7.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,
0106X,1.872504,2025-01-07T13:00:00+0000,0.0,361.0,5.3,2.3,67.0,41.866386,335.0,BALSARENY,63.0,8.4,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
0114X,2.026561,2025-01-07T13:00:00+0000,0.0,700.0,8.1,4.6,272.0,42.007057,237.0,PRATS DE LLUÇANÈS,68.0,6.3,7.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,
0120X,2.09539,2025-01-07T13:00:00+0000,0.0,742.0,8.9,3.6,264.0,41.81328,267.0,MOIÀ,66.0,7.5,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
0149X,1.84028,2025-01-07T13:00:00+0000,0.0,291.0,9.4,4.2,261.0,41.71988,260.0,MANRESA,56.0,9.0,10.7,10.8,982.0,,12.8,1016.8,2.3,20.0,,60.0,6.3,0.0,0.0,,,,,,,,,,,,,
0158X,1.839223,2025-01-07T13:00:00+0000,0.0,738.0,,,,41.594444,,MONTSERRAT,60.0,6.5,7.6,7.7,,,,,,,,,,,,,,,,,,,,,,,,
0171X,1.617778,2025-01-07T13:00:00+0000,0.0,313.0,8.6,2.5,278.0,41.578888,236.0,IGUALADA,,,,,,,,,,,,,,,,119.0,,,,,,,,,,,,
0201D,2.200001,2025-01-07T13:00:00+0000,0.0,26.0,10.0,4.3,288.0,41.390556,267.0,BARCELONA  PORT OLÍMPIC,49.0,12.6,13.5,14.0,,,,,3.0,,,,,,,147.0,,,,,,,,,,,,
0201X,2.173886,2025-01-07T13:00:00+0000,0.0,11.0,6.6,3.2,301.0,41.374996,317.0,BARCELONA  DRASSANES,42.0,13.8,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
0222X,2.168412,2025-01-07T13:00:00+0000,0.0,175.0,10.6,6.0,295.0,41.612663,277.0,CALDES DE MONTBUI,56.0,11.5,11.6,11.7,,,,,,,,,,,,,,,,,,,,,,,,
0244X,2.362637,2025-01-07T13:00:00+0000,0.0,56.0,8.9,3.9,293.0,41.504894,300.0,VILASSAR DE DALT,48.0,14.4,14.4,15.1,,,,,,,,,,,,,,,,,,,,,,,,
0252D,2.54,2025-01-07T13:00:00+0000,,74.0,9.0,0.6,257.0,41.587223,250.0,ARENYS DE MAR,34.0,13.7,14.1,16.6,,,,,-1.4,,,,,,,67.0,,,,,,,,,,,,
0260X,2.431023,2025-01-07T13:00:00+0000,0.0,936.0,,,,41.760063,,FONTMARTINA,47.0,10.4,10.6,10.7,,,,,,,,,,,,,,,,,,,,,,,,
0281Y,2.805112,2025-01-07T13:00:00+0000,0.0,45.0,7.1,4.7,202.0,41.677055,197.0,BLANES JARDIN BOTANICO,63.0,14.9,14.9,15.4,,,,,,,,,,,,,,,,,,,,,,,,
0284X,3.030933,2025-01-07T13:00:00+0000,0.0,14.0,4.0,1.9,227.0,41.807816,215.0,CASTELL PLATJA D?ARO,65.0,14.2,15.2,15.2,,,,,,,,,,,,,,,,,,,,,,,,
0312X,2.364353,2025-01-07T13:00:00+0000,0.0,851.0,6.9,3.6,228.0,42.258446,250.0,SANT PAU DE SEGURIES,,6.3,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,
0320I,2.102774,2025-01-07T13:00:00+0000,0.0,1151.0,4.7,2.1,115.0,42.31688,112.0,PLANOLES,51.0,8.7,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,
0324A,2.196187,2025-01-07T13:00:00+0000,0.0,675.0,,,,42.191387,,RIPOLL,66.0,6.7,8.3,8.3,,,,,2.3,,,,,,,67.0,,,,,,,,,,,,
0360X,2.551007,2025-01-07T13:00:00+0000,0.0,337.0,2.8,1.3,348.0,42.052837,270.0,LES PLANES D?HOSTOLES,46.0,12.0,13.6,13.6,,,,,,,,,,,,,,,,,,,,,,,,
0363X,2.513329,2025-01-07T13:00:00+0000,0.0,810.0,9.7,3.7,338.0,41.880833,342.0,SANT HILARI,58.0,6.6,7.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,
0367,2.763329,2025-01-07T13:00:00+0000,0.0,143.0,3.1,1.6,160.0,41.911667,140.0,GIRONA/COSTA BRAVA,49.0,14.8,16.0,16.2,998.8,0.4,11.7,1014.1,5.3,,12.0,60.0,,,,,,,,,,,,,,,,
0370E,2.819442,2025-01-07T13:00:00+0000,0.0,76.0,3.2,1.7,216.0,41.972332,230.0,GIRONA-PARC MIGDIA,47.0,13.8,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
0372C,2.763611,2025-01-07T13:00:00+0000,0.0,157.0,3.6,1.9,112.0,42.104443,108.0,PORQUERES,60.0,12.7,14.2,14.2,,,,,6.5,,,,,,,51.0,,,,,,,,,,,,
0385X,3.201389,2025-01-07T13:00:00+0000,0.0,1.0,2.5,1.6,118.0,42.053886,77.0,L?ESTARTIT,62.0,14.9,14.9,15.1,,,,,,,,,,,,,,,,,,,,,,,,
0394X,2.471827,2025-01-07T13:00:00+0000,0.0,350.0,1.5,0.9,174.0,42.210556,162.0,VALL DE BIANYA,78.0,11.7,11.8,12.4,,,,,,,,,,,,,,,,,,,,,,,,
0413A,2.75558,2025-01-07T13:00:00+0000,0.0,355.0,3.9,1.6,137.0,42.386925,142.0,MAÇANET DE CABRENYS,67.0,12.7,12.9,13.0,,,,,,,,,,,,,,,,,,,,,,,,
0421X,3.006114,2025-01-07T13:00:00+0000,0.0,100.0,4.5,2.1,208.0,42.38988,195.0,ESPOLLA  LES ALBERES,59.0,14.1,14.4,14.4,,,,,,,,,,,,,,,,,,,,,,,,
0429X,2.960328,2025-01-07T13:00:00+0000,0.0,45.0,3.7,1.8,204.0,42.259083,175.0,FIGUERES  ELS ASPRES,61.0,14.9,15.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
1002Y,-1.542961,2025-01-07T13:00:00+0000,0.0,183.0,7.1,2.3,265.0,43.135723,213.0,BAZTÁN  IRURITA,62.0,10.6,11.0,11.1,,1.0,,,3.9,,34.0,,,,,,,,,,,,,,,,,
1010X,-1.675786,2025-01-07T13:00:00+0000,0.0,54.0,8.4,2.1,159.0,43.27869,157.0,BERA,62.0,11.3,11.7,11.7,,,,,,,,,,,,,,,,,,,,,,,,
1012P,-1.796536,2025-01-07T13:00:00+0000,0.2,120.0,7.1,2.1,243.0,43.32641,225.0,IRUN,60.0,12.7,12.7,14.3,,,,,,,,,,,,,,,,,,,,,,,,
1014A,-1.792116,2025-01-07T13:00:00+0000,0.1,4.0,10.8,5.0,220.0,43.357075,200.0,DONOSTIA/SAN SEBASTIÁN AEROPUERTO,56.0,14.6,14.9,16.5,1012.7,1.2,11.4,1013.7,6.2,,11.0,,,,,,,,,,,,,,,,,
1021X,-1.878823,2025-01-07T13:00:00+0000,0.0,165.0,10.9,4.7,169.0,43.213833,152.0,ERRENTERIA  AÑARBE,72.0,11.6,11.6,12.9,,,,,,,,,,,,,,,,,,,,,,,,
1025X,-2.232037,2025-01-07T13:00:00+0000,0.0,255.0,3.1,1.0,132.0,43.054634,350.0,BEASAIN  ARRIARAN,76.0,9.9,9.9,10.4,,,,,,,,,,,,,,,,,,,,,,,,
1026X,-2.184273,2025-01-07T13:00:00+0000,0.0,290.0,8.0,4.0,252.0,43.05816,230.0,ORDIZIA,72.0,9.7,9.7,10.4,,,,,,,,,,,,,,,,,,,,,,,,
1033X,-1.950836,2025-01-07T13:00:00+0000,0.2,520.0,10.5,4.8,184.0,43.085,192.0,ARESO ,73.0,8.5,8.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,
1037X,-2.337095,2025-01-07T13:00:00+0000,0.6,460.0,,,,43.051796,,LEGAZPI,79.0,8.1,8.1,8.7,,,,,,,,,,,,,,,,,,,,,,,,
1037Y,-2.3175,2025-01-07T13:00:00+0000,0.6,420.0,,1.7,,43.079918,,ZUMARRAGA,80.0,8.3,8.4,9.4,,,,,,,,,,,,82.0,,,,,,,,,,,,
1038X,-2.267175,2025-01-07T13:00:00+0000,0.4,180.0,8.7,2.1,195.0,43.172577,205.0,AZPEITIA,71.0,10.5,10.5,11.3,,,,,,,,,,,,,,,,,,,,,,,,
1041A,-2.251035,2025-01-07T13:00:00+0000,0.3,28.0,11.4,7.5,187.0,43.30214,202.0,ZUMAIA,69.0,12.0,12.0,13.1,1009.5,,,1012.9,6.5,,,,,,,241.0,,,,,,,,,,,,
1044X,-2.589645,2025-01-07T13:00:00+0000,0.2,617.0,,,,43.057835,,ARAMAIO  ETXAGUEN,87.0,6.2,6.2,6.5,,,,,,,,,,,,,,,,,,,,,,,,
1048X,-2.465715,2025-01-07T13:00:00+0000,0.0,308.0,,,,43.02505,,ARETXABALETA,76.0,8.8,8.8,9.3,,,,,,,,,,,,,,,,,,,,,,,,
1049N,-2.495827,2025-01-07T13:00:00+0000,0.8,470.0,6.4,2.5,221.0,43.138332,217.0,ELGETA,79.0,7.8,7.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,
1050J,-2.413218,2025-01-07T13:00:00+0000,0.2,119.0,12.1,3.9,165.0,43.209293,187.0,ELGOIBAR,70.0,11.2,11.2,12.0,999.2,,,1013.5,5.9,,,,,,,162.0,,,,,,,,,,,,
1052A,-2.397148,2025-01-07T13:00:00+0000,0.0,150.0,15.8,6.9,241.0,43.31722,245.0,MUTRIKU,68.0,10.5,10.5,11.3,,,,,,,,,,,,,,,,,,,,,,,,
1056K,-2.671184,2025-01-07T13:00:00+0000,0.4,45.0,10.5,6.1,186.0,43.34239,207.0,FORUA,75.0,10.9,11.0,12.1,,,,,,,,,,,,,,,,,,,,,,,,
1057B,-2.752762,2025-01-07T13:00:00+0000,0.4,93.0,14.8,8.2,196.0,43.453907,205.0,MATXITXAKO,70.0,10.4,11.2,11.4,,,,,,,,,,,,,,,,,,,,,,,,
1059X,-3.021602,2025-01-07T13:00:00+0000,0.2,81.0,11.1,4.8,187.0,43.375088,200.0,PUNTA GALEA ,65.0,11.5,12.2,12.2,1001.4,1.8,,1010.3,5.8,,23.0,,,,,,,,,,,,,,,,,
1060X,-3.005452,2025-01-07T13:00:00+0000,0.0,240.0,11.2,5.8,149.0,43.05024,160.0,AMURRIO,69.0,9.9,10.7,10.7,,,,,,,,,,,,,,,,,,,,,,,,
1064L,-2.860274,2025-01-07T13:00:00+0000,0.6,270.0,11.8,3.6,189.0,43.096333,127.0,OROZKO  IBARRA,61.0,9.2,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
1074C,-2.706153,2025-01-07T13:00:00+0000,0.8,100.0,8.8,1.6,142.0,43.202892,237.0,AMOREBIETA-ETXANO,78.0,10.4,10.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,
1078C,-3.209649,2025-01-07T13:00:00+0000,0.2,210.0,,,,43.180576,,BALMASEDA,69.0,9.2,10.3,10.3,,,,,,,,,,,,,,,,,,,,,,,,
1078I,-3.104777,2025-01-07T13:00:00+0000,0.1,208.0,17.3,4.9,249.0,43.203384,241.0,GÜEÑES,68.0,10.0,11.1,11.1,988.4,,,1013.3,5.5,,,,,,,175.0,,,,,,,,,,,,
1082,-2.906304,2025-01-07T13:00:00+0000,0.1,42.0,14.4,6.4,190.0,43.29795,200.0,BILBAO AEROPUERTO,62.0,11.4,12.1,12.4,1008.3,1.0,10.1,1013.0,5.0,,8.0,0.0,,,,,,,,,,,,,,,,
1083B,-3.168615,2025-01-07T13:00:00+0000,0.2,177.0,12.2,5.1,199.0,43.27972,217.0,SOPUERTA,69.0,9.9,11.2,11.2,,,,,,,,,,,,,,,,,,,,,,,,
1083L,-3.233884,2025-01-07T13:00:00+0000,0.1,45.0,10.4,6.2,182.0,43.39473,188.0,CASTRO URDIALES-EDAR,63.0,12.0,13.1,13.1,,,,,6.2,,,,,,,225.0,,,,,,,,,,,,
1089U,-3.47083,2025-01-07T13:00:00+0000,0.0,80.0,16.8,7.9,189.0,43.255833,195.0,RAMALES DE LA VICTORIA-ETAP,59.0,12.4,13.4,13.7,,,,,,,,,,,,,,,,,,,,,,,,
1096X,-3.469721,2025-01-07T13:00:00+0000,0.0,10.0,4.2,0.4,254.0,43.39667,135.0,TRETO,74.0,11.1,12.4,12.4,,,,,,,,,,,,,,,,,,,,,,,,
1103X,-3.721084,2025-01-07T13:00:00+0000,0.0,849.0,22.8,15.6,208.0,43.227554,225.0,SAN ROQUE DE RIOMERA-CARACOL,75.0,6.1,6.6,6.7,,,,,,,,,,,,,,,,,,,,,,,,
1109X,-3.831385,2025-01-07T13:00:00+0000,0.0,3.0,12.9,8.1,190.0,43.42861,200.0,SANTANDER AEROPUERTO,58.0,12.4,13.6,13.7,1010.0,1.1,10.8,1010.8,5.5,,5.0,0.0,,,,,,,,,,,,,,,,
1111X,-3.800431,2025-01-07T13:00:00+0000,0.2,50.96,13.9,8.9,193.0,43.491055,180.0,SANTANDER CMT,56.0,12.0,13.3,13.3,1003.0,1.8,13.2,1009.9,4.6,20.0,13.0,0.0,10.2,,,,14.2,193.0,0.0,8.9,2.5,9.0,182.0,10.6,,,,
1124E,-3.849351,2025-01-07T13:00:00+0000,0.0,195.7,21.1,14.2,214.0,43.2456,200.0,VILLACARRIEDO - SANTIBAÑEZ,57.0,11.3,12.8,12.8,,,,,,,,,,,,,,,,,,,,,,,,
1135C,-4.214141,2025-01-07T13:00:00+0000,0.0,460.0,9.4,2.9,77.0,43.146942,92.0,BÁRCENA MAYOR-TORIZ,66.0,10.8,11.3,11.8,,,,,,,,,,,,,,,,,,,,,,,,
1152C,-4.048612,2025-01-07T13:00:00+0000,0.0,105.0,12.2,7.1,176.0,43.271942,170.0,SAN FELICES DE BUELNA-TARRIBA,56.0,12.7,13.3,13.3,,,,,,,,,,,,,,,,,,,,,,,,
1154H,-4.027419,2025-01-07T13:00:00+0000,0.0,110.0,11.0,4.8,214.0,43.358517,222.0,TORRELAVEGA-SIERRAPANDO,53.0,12.7,14.2,14.2,,,,,,,,,,,,,,,,,,,,,,,,
1159,-4.392103,2025-01-07T13:00:00+0000,0.0,38.0,4.7,0.2,199.0,43.393456,103.0,SAN VICENTE  FARO,63.0,12.9,16.9,16.9,1004.0,,,1008.7,9.8,,,,,,,42.0,,,,,,,,,,,,
1167B,-4.812779,2025-01-07T13:00:00+0000,0.0,1100.0,12.3,2.8,126.0,43.143894,187.0,FUENTE DÉ-TELEFÉRICO,70.0,6.7,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
1167H,-4.834772,2025-01-07T13:00:00+0000,,2330.62,8.9,2.7,161.0,43.176186,206.0,CABAÑA VERÓNICA  PARQUE NACIONAL PICOS DE EUROPA,97.0,-1.4,-1.0,-0.9,761.6,1.7,,1011.8,-1.4,,57.0,,,,,,,,,,,,,,,,,
1167J,-4.773842,2025-01-07T13:00:00+0000,,1721.85,25.5,8.6,261.0,43.089184,307.0,CORISCAO  PARQUE NACIONAL PICOS DE EUROPA,98.0,-1.0,0.3,0.3,820.6,3.7,,1012.8,0.0,,37.0,,,,,,,,,,,,,,,,,
1174I,-4.601783,2025-01-07T13:00:00+0000,0.0,250.0,13.6,7.2,164.0,43.18286,145.0,TAMA,48.0,13.5,15.3,15.3,,,,,,,,,,,,,,,,,,,,,,,,
1176A,-4.668234,2025-01-07T13:00:00+0000,0.0,940.0,8.6,3.0,296.0,43.255714,142.0,TRESVISO,67.0,7.6,10.2,10.2,,,,,,,,,,,,,,,,,,,,,,,,
1178E,-4.902024,2025-01-07T13:00:00+0000,,678.0,6.3,2.4,162.0,43.17602,164.0,CORDIÑANES  PARQUE NACIONAL PICOS DE EUROPA,63.0,6.8,10.1,10.1,935.2,1.0,,1014.0,3.4,,29.0,,,,,,,,,,,,,,,,,
1178I,-4.820994,2025-01-07T13:00:00+0000,,1970.0,23.4,7.1,118.0,43.202496,103.0,VEGA DE URRIELLU  PARQUE NACIONAL PICOS DE EUROPA,70.0,3.5,4.3,4.4,,2.7,,,,,33.0,,,,,,,,,,,,,,,,,
1178R,-4.736775,2025-01-07T13:00:00+0000,0.0,1235.71,18.5,8.1,271.0,43.23739,255.0,SOTRES  PARQUE NACIONAL PICOS DE EUROPA,62.0,9.4,10.3,10.9,870.1,3.1,,1007.5,3.4,,21.0,,,,,,,,,,,,,,,,,
1178Y,-4.931762,2025-01-07T13:00:00+0000,0.0,953.0,,,,43.145374,,SOTO DE VALDEÓN (AUTOMATICA),85.0,3.6,6.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,
1179B,-4.852774,2025-01-07T13:00:00+0000,0.0,458.0,11.6,5.2,283.0,43.31111,275.0,CARREÑA DE CABRALES,53.0,9.9,16.1,16.1,,,,,,,,,,,,,,,,,,,,,,,,
1183X,-4.748056,2025-01-07T13:00:00+0000,0.0,10.0,2.7,1.5,57.0,43.420277,56.0,LLANES,68.0,11.9,13.3,14.3,1007.5,0.6,12.5,1008.7,7.6,16.1,33.0,51.0,10.5,,,,,,0.0,,,,,,,,,
1186P,-5.119247,2025-01-07T13:00:00+0000,0.0,370.0,16.8,8.6,161.0,43.266632,155.0,AMIEVA  PANIZALES,52.0,13.5,15.1,15.1,,,,,,,,,,,,,,,,,,,,,,,,
1191D,-5.00172,2025-01-07T13:00:00+0000,,1505.0,11.8,5.4,217.0,43.177372,221.0,PICO COTORRA  PARQUE NACIONAL PICOS DE EUROPA,82.0,1.7,4.3,4.3,845.6,1.9,,,,,28.0,,,,,,,,,,,,,,,,,
1199X,-5.396674,2025-01-07T13:00:00+0000,0.0,280.0,6.7,3.3,254.0,43.377834,275.0,BARGAÉU PILOÑA,65.0,11.5,15.7,15.7,,,,,,,,,,,,,,,,,,,,,,,,
1203D,-5.247153,2025-01-07T13:00:00+0000,0.0,30.0,3.3,0.6,144.0,43.49235,262.0,COLUNGA,80.0,11.2,13.9,13.9,,,,,,,,,,,,,,,,,,,,,,,,
1207U,-5.621111,2025-01-07T13:00:00+0000,0.0,25.8,3.9,1.2,125.0,43.523056,325.0,GIJÓN-CAMPUS,87.0,10.7,12.3,12.3,1005.5,0.4,12.0,1009.0,10.2,20.0,29.0,0.0,11.5,,,,,,0.0,,,,,12.2,,,,
1208H,-5.700833,2025-01-07T13:00:00+0000,0.0,5.0,5.7,3.5,189.0,43.559723,197.0,GIJÓN  MUSEL,84.0,11.5,13.0,13.1,1008.1,,,,,,,,,,,100.0,,,,,,,,,,,,
1210X,-5.848572,2025-01-07T13:00:00+0000,0.1,100.0,11.0,7.8,234.0,43.655926,241.0,CABO PEÑAS,61.0,13.8,16.9,16.9,,,,,9.3,,,,,,,239.0,,,,,,,,,,,,
1212E,-6.044173,2025-01-07T13:00:00+0000,0.0,127.0,12.9,7.5,220.0,43.56694,210.0,ASTURIAS/AVILÉS,61.0,14.9,16.4,16.5,993.3,0.9,11.0,1009.2,8.9,,5.0,0.0,,,,,,,,,,,,,,,,
1221D,-5.776392,2025-01-07T13:00:00+0000,0.0,1480.0,10.3,4.9,167.0,42.978607,186.0,PAJARES - VALGRANDE,99.0,0.2,0.5,0.6,,,,,0.4,,,,,,,202.0,,,,,,,,,,,,
1223P,-5.822748,2025-01-07T13:00:00+0000,0.0,370.0,11.7,3.5,172.0,43.132706,155.0,RONZÓN,59.0,13.8,13.8,13.9,,,,,,,,,,,,,,,,,,,,,,,,
1226X,-5.476919,2025-01-07T13:00:00+0000,0.0,750.0,7.8,1.5,145.0,43.095177,127.0,CUEVAS DE FELECHOSA,60.0,10.8,11.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,
1234P,-5.819274,2025-01-07T13:00:00+0000,0.0,170.0,7.7,2.8,135.0,43.274883,150.0,MIERES-BAÍÑA,51.0,14.7,17.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,
1249X,-5.873889,2025-01-07T13:00:00+0000,0.0,334.44,7.0,3.5,204.0,43.353333,200.0,OVIEDO,63.0,9.9,14.0,14.0,970.2,0.5,13.1,1009.7,7.1,20.0,10.0,0.0,8.5,,,,,,0.0,,,,,8.6,,,,
